Acquisition Time	Negative Width	Fall Time	Rise Time	Peak-to-Peak
2460951.522094907239	1.84E-8	7.4E-9	2.3E-8	9.440000653E-1
2460951.522129629739	1.81E-8	7.6E-9	2.14E-8	5.120000243E-1
2460951.522164351773	1.66E-8	7.0E-9	2.32E-8	4.400000274E-1
2460951.522199074272	1.9E-8	4.7E-9	2.02E-8	4.400000274E-1
2460951.522233796306	1.77E-8	1.22E-8	1.82E-8	4.23999995E-1
2460951.522268518340	1.78E-8	8.8E-9	2.29E-8	7.039999962E-1
2460951.522303240839	1.36E-8	7.8E-9	2.62E-8	4.480000138E-1
2460951.522337962873	1.52E-8	1.01E-8	2.0E-8	4.079999924E-1
2460951.522372685373	1.36E-8	5.4E-9	1.96E-8	4.23999995E-1
2460951.522407407407	1.58E-8	6.7E-9	2.11E-8	5.519999862E-1
2460951.522442129441	1.74E-8	1.08E-8	2.66E-8	4.480000138E-1
2460951.522511573974	1.77E-8	9.3E-9	2.25E-8	8.400000334E-1
2460951.522581018507	2.26E-8	9.0E-9	2.28E-8	4.000000358E-1
2460951.522627315018	1.7E-8	6.6E-9	2.1E-8	4.23999995E-1
2460951.522662037052	1.32E-8	8.4E-9	2.27E-8	4.399999976E-1
2460951.522685185075	1.78E-8	6.0E-9	2.56E-8	6.160000563E-1
2460951.522719907574	1.73E-8	5.8E-9	2.42E-8	5.200000405E-1
2460951.522754629608	1.69E-8	8.0E-9	2.57E-8	6.400000453E-1
2460951.522824074142	1.71E-8	7.2E-9	2.4E-8	5.920000076E-1
2460951.522858796176	1.9E-8	5.6E-9	2.02E-8	6.159999967E-1
2460951.522893518675	1.79E-8	6.6E-9	2.04E-8	4.720000327E-1
2460951.522928240709	1.67E-8	7.4E-9	2.16E-8	5.60000062E-1
2460951.522974537220	1.7E-8	1.06E-8	1.92E-8	4.079999924E-1
2460951.523009259254	1.83E-8	8.8E-9	1.8E-8	4.320000112E-1
2460951.523055555765	1.58E-8	9.8E-9	2.22E-8	4.320000112E-1
2460951.523101851810	1.68E-8	6.0E-9	2.2E-8	5.120000243E-1
2460951.523136573844	1.8E-8	8.0E-9	2.04E-8	5.440000296E-1
2460951.523171296343	1.88E-8	8.2E-9	2.3E-8	5.84000051E-1
2460951.523206018377	1.51E-8	8.9E-9	1.98E-8	4.079999924E-1
2460951.523240740877	1.78E-8	7.3E-9	2.04E-8	7.600000501E-1
2460951.523287036922	1.81E-8	7.8E-9	1.86E-8	4.080000222E-1
2460951.523310185410	1.91E-8	6.8E-9	2.41E-8	7.040000558E-1
2460951.523368055467	1.71E-8	1.11E-8	1.9E-8	8.240000606E-1
2460951.523402777966	1.96E-8	9.2E-9	2.34E-8	1.0960000753E0
2460951.523437500000	2.18E-8	8.4E-9	2.2E-8	4.00000006E-1
2460951.523472222034	1.54E-8	9.2E-9	2.16E-8	4.079999924E-1
2460951.523495370522	1.74E-8	8.2E-9	2.7E-8	4.720000029E-1
2460951.523541666567	1.79E-8	5.7E-9	2.7E-8	7.36000061E-1
2460951.523576389067	1.63E-8	6.0E-9	2.38E-8	5.280000567E-1
2460951.523611111101	1.75E-8	7.0E-9	2.44E-8	6.159999967E-1
2460951.523645833135	1.89E-8	8.9E-9	2.11E-8	7.840000391E-1
2460951.523668981623	1.63E-8	5.6E-9	1.9E-8	5.040000081E-1
2460951.523750000168	1.45E-8	6.0E-9	2.02E-8	4.480000138E-1
2460951.523784722202	1.69E-8	8.0E-9	2.1E-8	6.480000019E-1
2460951.523807870224	1.89E-8	7.4E-9	1.88E-8	4.640000165E-1
2460951.523854166735	1.53E-8	1.08E-8	1.76E-8	4.00000006E-1
2460951.523888888769	1.78E-8	7.0E-9	2.01E-8	4.079999924E-1
2460951.523912037257	1.71E-8	9.1E-9	2.33E-8	9.840000868E-1
2460951.523946759291	1.7E-8	7.8E-9	2.32E-8	4.960000217E-1
2460951.523993055336	7.0E-9	4.4E-9	2.21E-8	5.280000567E-1
2460951.524027777836	1.89E-8	8.2E-9	2.12E-8	1.0080000162E0
2460951.524062499870	1.33E-8	9.8E-9	2.34E-8	4.399999976E-1
2460951.524097222369	1.72E-8	8.0E-9	1.97E-8	4.240000248E-1
2460951.524143518414	1.7E-8	8.4E-9	2.3E-8	4.160000086E-1
2460951.524178240914	1.55E-8	7.2E-9	2.12E-8	6.400000453E-1
2460951.524224536959	1.64E-8	6.8E-9	1.88E-8	4.480000138E-1
2460951.524259259459	1.99E-8	5.4E-9	2.12E-8	5.200000405E-1
2460951.524282407481	1.55E-8	6.8E-9	2.29E-8	6.240000129E-1
2460951.524317129515	1.86E-8	7.2E-9	2.12E-8	4.23999995E-1
2460951.524363426026	1.47E-8	8.2E-9	2.49E-8	5.200000405E-1
2460951.524398148060	1.57E-8	8.0E-9	2.92E-8	5.519999862E-1
2460951.524432870559	1.58E-8	9.1E-9	2.3E-8	6.960000396E-1
2460951.524467592593	1.88E-8	1.0E-8	2.14E-8	4.480000138E-1
2460951.524502314627	1.56E-8	7.4E-9	2.33E-8	6.480000615E-1
2460951.524537037127	1.42E-8	6.8E-9	2.36E-8	4.160000086E-1
2460951.524583333172	1.22E-8	1.07E-8	2.14E-8	4.480000138E-1
2460951.524618055671	1.85E-8	9.1E-9	2.22E-8	5.040000081E-1
2460951.524664351717	1.53E-8	6.0E-9	2.32E-8	4.880000055E-1
2460951.524699074216	1.76E-8	7.2E-9	1.86E-8	6.080000401E-1
2460951.524733796250	1.47E-8	8.6E-9	2.12E-8	4.960000217E-1
2460951.524768518284	1.42E-8	1.02E-8	2.25E-8	4.320000112E-1
2460951.524803240784	1.22E-8	8.6E-9	2.12E-8	4.080000222E-1
2460951.524837962817	1.82E-8	6.2E-9	2.14E-8	5.519999862E-1
2460951.524872685317	1.56E-8	9.7E-9	2.2E-8	4.160000086E-1
2460951.524907407351	1.66E-8	8.0E-9	2.26E-8	5.920000672E-1
2460951.524942129850	1.8E-8	8.5E-9	2.44E-8	5.120000243E-1
2460951.524976851884	1.77E-8	8.0E-9	2.29E-8	6.800000668E-1
2460951.525023147929	1.9E-8	1.04E-8	2.02E-8	6.000000238E-1
2460951.525057870429	1.68E-8	6.6E-9	2.42E-8	4.160000086E-1
2460951.525092592463	1.64E-8	6.1E-9	1.96E-8	4.080000222E-1
2460951.525138888974	1.6E-8	7.6E-9	2.23E-8	5.60000062E-1
2460951.525162036996	1.64E-8	8.5E-9	2.28E-8	5.360000134E-1
2460951.525208333507	1.86E-8	7.2E-9	1.96E-8	4.080000222E-1
2460951.525243055541	1.54E-8	7.3E-9	2.12E-8	4.160000086E-1
2460951.525277777575	1.88E-8	1.2E-8	2.08E-8	4.640000165E-1
2460951.525312500075	1.59E-8	6.6E-9	2.38E-8	4.320000112E-1
2460951.525358796120	1.3E-8	6.9E-9	2.47E-8	4.00000006E-1
2460951.525381944608	1.48E-8	6.1E-9	2.6E-8	5.440000296E-1
2460951.525428240653	1.66E-8	6.6E-9	2.04E-8	5.520000458E-1
2460951.525462963153	1.94E-8	6.3E-9	2.28E-8	7.280000448E-1
2460951.525509259198	1.83E-8	5.3E-9	2.22E-8	6.240000725E-1
2460951.525532407220	1.62E-8	6.2E-9	2.14E-8	4.720000327E-1
2460951.525601851754	1.71E-8	6.8E-9	2.26E-8	5.600000024E-1
2460951.525648148265	1.54E-8	7.4E-9	2.58E-8	6.320000291E-1
2460951.525671296287	1.93E-8	7.6E-9	2.26E-8	4.320000112E-1
2460951.525717592798	1.52E-8	8.0E-9	2.52E-8	4.320000112E-1
2460951.525752314832	1.63E-8	6.4E-9	2.06E-8	4.079999924E-1
2460951.525775462855	1.64E-8	7.9E-9	2.14E-8	6.639999747E-1
2460951.525810185354	1.87E-8	7.8E-9	2.44E-8	6.000000238E-1
2460951.525856481399	1.94E-8	9.6E-9	2.14E-8	6.400000453E-1
2460951.525891203899	1.58E-8	8.3E-9	2.38E-8	6.000000238E-1
2460951.525925925933	1.62E-8	9.5E-9	2.36E-8	6.880000234E-1
2460951.525960647967	1.84E-8	8.0E-9	2.02E-8	4.00000006E-1
2460951.525995370466	1.66E-8	8.8E-9	2.34E-8	4.720000327E-1
2460951.526041666511	1.64E-8	6.0E-9	2.11E-8	5.040000081E-1
2460951.526064815000	1.57E-8	6.8E-9	2.38E-8	4.160000086E-1
2460951.526099537034	1.81E-8	1.07E-8	2.18E-8	4.00000006E-1
2460951.526134259067	1.8E-8	6.6E-9	2.12E-8	4.720000029E-1
2460951.526168981567	1.78E-8	7.4E-9	2.06E-8	4.720000327E-1
2460951.526215277612	1.66E-8	8.0E-9	2.13E-8	6.800000668E-1
2460951.526296296157	1.84E-8	8.3E-9	2.08E-8	6.800000668E-1
2460951.526331018656	1.84E-8	5.6E-9	2.34E-8	4.480000138E-1
2460951.526354166679	1.73E-8	6.1E-9	2.22E-8	8.880000114E-1
2460951.526423611213	1.78E-8	8.6E-9	2.26E-8	4.800000191E-1
2460951.526469907258	1.64E-8	9.0E-9	2.12E-8	4.480000138E-1
2460951.526504629757	1.79E-8	7.2E-9	1.8E-8	4.640000165E-1
2460951.526539351791	2.0E-8	9.0E-9	2.42E-8	5.680000186E-1
2460951.526574074291	1.52E-8	9.5E-9	2.23E-8	4.320000112E-1
2460951.526620370336	1.81E-8	6.2E-9	2.24E-8	4.079999924E-1
2460951.526666666847	1.27E-8	6.2E-9	2.22E-8	4.720000029E-1
2460951.526736110914	1.71E-8	1.06E-8	2.38E-8	5.200000405E-1
2460951.526770833414	1.67E-8	7.6E-9	2.22E-8	4.160000086E-1
2460951.526793981437	1.9E-8	1.0E-8	2.26E-8	4.5600003E-1
2460951.526828703471	1.94E-8	7.3E-9	2.48E-8	4.400000274E-1
2460951.526863425970	1.37E-8	9.7E-9	2.01E-8	7.440000772E-1
2460951.526898148004	1.74E-8	8.4E-9	2.06E-8	4.560000002E-1
2460951.526932870504	1.88E-8	7.6E-9	2.42E-8	5.680000186E-1
2460951.526979166549	1.85E-8	6.4E-9	2.42E-8	5.040000081E-1
2460951.527013889048	2.05E-8	6.4E-9	2.22E-8	5.440000296E-1
2460951.527048611082	1.8E-8	8.2E-9	2.23E-8	1.0960000753E0
2460951.527083333116	1.7E-8	6.2E-9	2.52E-8	5.60000062E-1
2460951.527118055616	2.18E-8	9.2E-9	1.88E-8	4.080000222E-1
2460951.527141203638	1.89E-8	5.6E-9	2.28E-8	9.200000763E-1
2460951.527187500149	1.38E-8	9.4E-9	2.3E-8	4.5600003E-1
2460951.527222222183	1.96E-8	8.8E-9	2.16E-8	5.600000024E-1
2460951.527256944217	1.96E-8	1.0E-8	1.87E-8	4.320000112E-1
2460951.527291666716	1.93E-8	6.2E-9	2.32E-8	4.320000112E-1
2460951.527326388750	1.65E-8	6.1E-9	2.5E-8	1.120000124E0
2460951.527361111250	1.93E-8	7.1E-9	2.13E-8	1.432000041E0
2460951.527384259272	1.84E-8	6.9E-9	2.52E-8	4.079999924E-1
2460951.527499999851	1.2E-8	9.5E-9	2.08E-8	4.160000086E-1
2460951.527534722351	1.81E-8	6.8E-9	2.38E-8	6.400000453E-1
2460951.527569444384	1.82E-8	9.4E-9	2.4E-8	4.079999924E-1
2460951.527604166884	2.02E-8	9.0E-9	1.9E-8	5.199999809E-1
2460951.527650462929	1.79E-8	6.9E-9	2.0E-8	7.440000772E-1
2460951.527696759440	1.72E-8	7.6E-9	2.44E-8	4.160000086E-1
2460951.527743055485	1.7E-8	6.8E-9	2.08E-8	5.200000405E-1
2460951.527812500019	1.94E-8	6.7E-9	2.24E-8	6.640000343E-1
2460951.527847222053	1.86E-8	7.6E-9	2.28E-8	6.720000505E-1
2460951.527881944552	1.98E-8	7.2E-9	2.04E-8	4.399999976E-1
2460951.527916666586	1.64E-8	9.4E-9	2.17E-8	4.480000138E-1
2460951.527951389086	1.63E-8	7.2E-9	2.37E-8	6.160000563E-1
2460951.527997685131	1.65E-8	6.9E-9	2.41E-8	6.240000725E-1
2460951.528032407630	1.88E-8	7.5E-9	2.48E-8	6.320000291E-1
2460951.528067129664	1.44E-8	5.8E-9	1.96E-8	4.079999924E-1
2460951.528113425709	1.66E-8	5.9E-9	2.18E-8	7.200000286E-1
2460951.528148148209	1.73E-8	6.0E-9	2.2E-8	1.2720000744E0
2460951.528194444254	1.62E-8	1.02E-8	2.4E-8	4.399999976E-1
2460951.528229166754	1.65E-8	1.2E-8	1.93E-8	4.640000165E-1
2460951.528263888787	2.25E-8	7.4E-9	1.94E-8	4.880000055E-1
2460951.528287036810	1.9E-8	6.4E-9	2.2E-8	9.040000439E-1
2460951.528321759310	1.6E-8	6.2E-9	2.17E-8	4.23999995E-1
2460951.528356481344	1.9E-8	6.3E-9	2.07E-8	1.2400001287E0
2460951.528391203843	1.61E-8	6.4E-9	2.0E-8	4.880000353E-1
2460951.528425925877	1.81E-8	7.6E-9	2.02E-8	5.040000081E-1
2460951.528495370410	1.36E-8	7.4E-9	2.74E-8	4.720000029E-1
2460951.528530092444	1.61E-8	1.22E-8	2.04E-8	5.60000062E-1
2460951.528564814944	1.9E-8	6.8E-9	1.9E-8	4.080000222E-1
2460951.528645833489	1.76E-8	9.8E-9	2.4E-8	6.159999967E-1
2460951.528680555522	2.0E-8	7.8E-9	2.63E-8	5.519999862E-1
2460951.528715277556	1.92E-8	5.9E-9	2.27E-8	5.040000081E-1
2460951.528761574067	1.48E-8	8.6E-9	2.1E-8	4.079999924E-1
2460951.528796296101	2.03E-8	7.9E-9	2.26E-8	8.560000062E-1
2460951.528842592612	1.91E-8	8.1E-9	2.14E-8	5.360000134E-1
2460951.528877314646	1.76E-8	6.4E-9	2.1E-8	7.440000176E-1
2460951.528912037145	1.69E-8	5.6E-9	2.28E-8	5.040000081E-1
2460951.528958333191	2.04E-8	5.6E-9	2.18E-8	4.800000191E-1
2460951.528993055690	1.66E-8	1.16E-8	2.1E-8	4.079999924E-1
2460951.529027777724	1.82E-8	7.4E-9	2.36E-8	6.800000072E-1
2460951.529062500224	1.66E-8	6.9E-9	1.91E-8	6.400000453E-1
2460951.529201388825	1.72E-8	1.05E-8	1.88E-8	4.399999976E-1
2460951.529270833358	1.91E-8	6.6E-9	2.08E-8	4.640000165E-1
2460951.529317129403	1.84E-8	8.0E-9	2.42E-8	6.000000238E-1
2460951.529374999925	1.58E-8	7.4E-9	1.96E-8	4.880000055E-1
2460951.529409722425	1.98E-8	9.1E-9	1.9E-8	4.5600003E-1
2460951.529432870448	1.62E-8	8.0E-9	1.92E-8	4.960000217E-1
2460951.529467592482	1.69E-8	5.6E-9	2.18E-8	4.5600003E-1
2460951.529513888992	1.68E-8	6.6E-9	1.88E-8	4.800000191E-1
2460951.529583333526	1.86E-8	9.6E-9	2.08E-8	4.960000217E-1
2460951.529629629571	1.41E-8	8.4E-9	2.28E-8	4.640000165E-1
2460951.529675926082	1.92E-8	9.4E-9	2.34E-8	5.040000081E-1
2460951.529722222127	1.91E-8	9.1E-9	2.2E-8	6.560000181E-1
2460951.529768518638	1.65E-8	5.8E-9	2.14E-8	6.320000291E-1
2460951.529791666660	1.84E-8	5.9E-9	2.18E-8	6.159999967E-1
2460951.529826388694	1.94E-8	9.8E-9	2.12E-8	4.080000222E-1
2460951.529872685205	1.7E-8	9.4E-9	2.02E-8	4.079999924E-1
2460951.529907407239	1.71E-8	6.3E-9	2.36E-8	5.360000134E-1
2460951.529976851773	2.05E-8	7.4E-9	2.08E-8	5.84000051E-1
2460951.530011574272	1.82E-8	9.1E-9	2.12E-8	4.320000112E-1
2460951.530057870317	1.98E-8	8.4E-9	2.34E-8	4.640000165E-1
2460951.530104166828	1.7E-8	7.6E-9	2.38E-8	4.23999995E-1
2460951.530138888862	1.49E-8	9.6E-9	2.3E-8	4.079999924E-1
2460951.530196759384	1.58E-8	6.2E-9	2.34E-8	5.120000243E-1
2460951.530231481418	1.72E-8	7.4E-9	2.32E-8	4.800000191E-1
2460951.530266203918	1.85E-8	7.0E-9	2.45E-8	5.040000081E-1
2460951.530289351940	1.72E-8	7.5E-9	2.4E-8	4.640000165E-1
2460951.530335647985	1.7E-8	7.5E-9	2.26E-8	4.480000138E-1
2460951.530370370485	1.59E-8	5.2E-9	2.16E-8	4.079999924E-1
2460951.530451389030	1.76E-8	8.5E-9	2.4E-8	5.040000081E-1
2460951.530497685075	2.03E-8	7.0E-9	2.16E-8	5.280000567E-1
2460951.530543981586	1.8E-8	7.4E-9	2.06E-8	6.000000238E-1
2460951.530590277631	1.92E-8	9.8E-9	2.02E-8	6.080000401E-1
2460951.530613426119	1.96E-8	7.0E-9	2.2E-8	4.560000002E-1
2460951.530659722164	1.42E-8	8.2E-9	2.35E-8	4.320000112E-1
2460951.530694444664	1.97E-8	9.2E-9	2.48E-8	4.080000222E-1
2460951.530717592686	1.74E-8	1.1E-8	2.42E-8	4.160000086E-1
2460951.530752314720	1.66E-8	9.4E-9	1.86E-8	4.000000358E-1
2460951.530787037220	1.86E-8	8.2E-9	1.9E-8	4.00000006E-1
2460951.530821759254	1.66E-8	7.8E-9	1.66E-8	4.160000086E-1
2460951.530868055765	1.72E-8	6.0E-9	2.41E-8	4.640000165E-1
2460951.530914351810	1.64E-8	8.4E-9	2.12E-8	5.60000062E-1
2460951.530937499832	1.66E-8	9.1E-9	2.36E-8	4.800000191E-1
2460951.531041666865	1.78E-8	7.2E-9	2.41E-8	5.120000243E-1
2460951.531122685410	1.84E-8	6.3E-9	2.26E-8	4.320000112E-1
2460951.531157407444	1.62E-8	7.2E-9	2.06E-8	5.440000296E-1
2460951.531192129478	1.68E-8	5.9E-9	2.36E-8	4.320000112E-1
2460951.531226851977	1.7E-8	7.4E-9	2.12E-8	4.160000086E-1
2460951.531250000000	1.67E-8	1.05E-8	1.8E-8	4.880000055E-1
2460951.531284722034	1.48E-8	1.02E-8	2.24E-8	4.880000353E-1
2460951.531319444533	1.53E-8	6.6E-9	2.46E-8	7.440000176E-1
2460951.531365740579	1.78E-8	7.0E-9	2.13E-8	4.160000086E-1
2460951.531412037089	1.86E-8	1.01E-8	2.26E-8	7.520000339E-1
2460951.531446759123	1.82E-8	7.8E-9	2.01E-8	4.480000138E-1
2460951.531481481623	1.85E-8	5.2E-9	2.02E-8	5.120000243E-1
2460951.531504629645	1.73E-8	6.2E-9	2.6E-8	4.560000002E-1
2460951.531539351679	1.42E-8	8.0E-9	2.44E-8	4.560000002E-1
2460951.531574074179	2.05E-8	8.4E-9	1.96E-8	5.040000081E-1
2460951.531620370224	1.72E-8	9.5E-9	2.62E-8	4.5600003E-1
2460951.531689814758	2.01E-8	7.8E-9	2.24E-8	5.519999862E-1
2460951.531712962780	1.65E-8	1.06E-8	2.08E-8	4.23999995E-1
2460951.531747685280	1.76E-8	1.02E-8	2.16E-8	4.00000006E-1
2460951.531782407314	1.8E-8	8.8E-9	2.24E-8	4.00000006E-1
2460951.531828703824	1.44E-8	1.09E-8	2.08E-8	4.960000217E-1
2460951.531851851847	1.7E-8	9.4E-9	2.18E-8	4.640000165E-1
2460951.531886573881	1.91E-8	6.8E-9	2.42E-8	6.800000072E-1
2460951.531921296380	2.06E-8	6.8E-9	2.28E-8	4.5600003E-1
2460951.531956018414	1.79E-8	9.0E-9	2.24E-8	9.280000329E-1
2460951.531990740914	1.92E-8	6.5E-9	2.1E-8	4.400000274E-1
2460951.532025462948	1.88E-8	9.3E-9	1.92E-8	5.84000051E-1
2460951.532048610970	1.68E-8	5.2E-9	2.2E-8	6.079999804E-1
2460951.532094907481	1.54E-8	6.3E-9	2.42E-8	5.200000405E-1
2460951.532129629515	1.87E-8	8.0E-9	2.22E-8	5.84000051E-1
2460951.532175926026	1.6E-8	8.2E-9	2.16E-8	4.480000138E-1
2460951.532210648060	1.7E-8	4.9E-9	2.3E-8	4.480000138E-1
2460951.532280092593	1.78E-8	8.8E-9	2.11E-8	4.880000055E-1
2460951.532314814627	2.0E-8	8.4E-9	2.3E-8	6.720000505E-1
2460951.532349537127	1.71E-8	5.0E-9	2.26E-8	4.960000217E-1
2460951.532384259161	1.81E-8	1.04E-8	2.36E-8	8.640000224E-1
2460951.532418981660	1.82E-8	7.2E-9	2.12E-8	5.199999809E-1
2460951.532453703694	2.04E-8	7.5E-9	1.86E-8	4.320000112E-1
2460951.532488425728	1.56E-8	7.0E-9	2.5E-8	4.000000358E-1
2460951.532523148227	2.01E-8	6.8E-9	2.04E-8	4.160000086E-1
2460951.532557870261	1.73E-8	6.2E-9	2.48E-8	6.240000725E-1
2460951.532604166772	1.74E-8	8.4E-9	2.66E-8	4.640000165E-1
2460951.532638888806	1.83E-8	7.1E-9	2.52E-8	5.519999862E-1
2460951.532708333340	1.74E-8	6.4E-9	2.13E-8	5.920000672E-1
2460951.532743055373	2.04E-8	5.7E-9	2.1E-8	5.360000134E-1
2460951.532789351884	1.64E-8	1.1E-8	2.02E-8	4.000000358E-1
2460951.532824073918	1.36E-8	5.8E-9	2.27E-8	5.200000405E-1
2460951.532858796418	1.91E-8	7.8E-9	2.4E-8	6.240000129E-1
2460951.532893518452	1.72E-8	7.0E-9	2.32E-8	4.080000222E-1
2460951.532928240951	1.83E-8	9.4E-9	2.3E-8	5.200000405E-1
2460951.532986111008	1.85E-8	7.2E-9	2.36E-8	4.00000006E-1
2460951.533020833507	1.79E-8	6.6E-9	2.24E-8	5.040000081E-1
2460951.533090277575	1.8E-8	1.18E-8	2.24E-8	5.120000243E-1
2460951.533113426063	1.58E-8	8.2E-9	2.46E-8	6.240000129E-1
2460951.533182870597	1.83E-8	8.6E-9	2.2E-8	4.720000029E-1
2460951.533217592631	1.79E-8	1.04E-8	2.1E-8	6.240000725E-1
2460951.533252314664	1.71E-8	9.4E-9	2.48E-8	4.640000165E-1
2460951.533287037164	1.39E-8	7.4E-9	2.22E-8	4.160000086E-1
2460951.533321759198	1.86E-8	6.6E-9	2.57E-8	4.160000086E-1
2460951.533356481697	2.18E-8	1.28E-8	2.99E-8	6.079999804E-1
2460951.533379629720	1.8E-8	6.8E-9	1.98E-8	4.320000112E-1
2460951.533425925765	1.71E-8	8.8E-9	2.03E-8	7.760000229E-1
2460951.533449074253	1.77E-8	9.0E-9	2.14E-8	4.000000358E-1
2460951.533518518321	1.81E-8	8.0E-9	2.23E-8	4.960000217E-1
2460951.533553240821	1.7E-8	7.9E-9	2.16E-8	5.60000062E-1
2460951.533622685354	1.84E-8	8.1E-9	1.89E-8	4.800000191E-1
2460951.533668981399	1.37E-8	6.8E-9	2.41E-8	4.23999995E-1
2460951.533726851922	1.7E-8	9.6E-9	2.34E-8	5.200000405E-1
2460951.533773147967	1.98E-8	6.5E-9	2.41E-8	6.000000238E-1
2460951.533819444478	1.91E-8	5.9E-9	2.1E-8	9.040000439E-1
2460951.533854166511	1.65E-8	6.8E-9	2.3E-8	7.12000072E-1
2460951.533888889011	1.88E-8	1.0E-8	1.85E-8	4.399999976E-1
2460951.533935185056	1.86E-8	7.0E-9	2.08E-8	4.079999924E-1
2460951.533969907556	1.81E-8	7.1E-9	2.5E-8	7.840000391E-1
2460951.534004629590	2.02E-8	1.01E-8	2.02E-8	4.399999976E-1
2460951.534039351624	1.81E-8	1.04E-8	2.27E-8	5.520000458E-1
2460951.534074074123	1.66E-8	7.0E-9	2.22E-8	4.00000006E-1
2460951.534108796157	1.91E-8	7.0E-9	2.38E-8	5.360000134E-1
2460951.534143518656	1.97E-8	6.2E-9	2.02E-8	6.880000234E-1
2460951.534178240690	1.52E-8	7.7E-9	2.19E-8	5.60000062E-1
2460951.534212963190	1.87E-8	7.6E-9	2.22E-8	4.640000165E-1
2460951.534247685224	1.51E-8	5.3E-9	2.08E-8	4.800000191E-1
2460951.534293981269	1.78E-8	7.4E-9	1.9E-8	4.00000006E-1
2460951.534328703769	1.74E-8	7.6E-9	2.28E-8	4.320000112E-1
2460951.534363425802	1.52E-8	7.4E-9	2.16E-8	8.960000873E-1
2460951.534398148302	1.7E-8	5.3E-9	2.36E-8	6.800000668E-1
2460951.534432870336	1.85E-8	6.7E-9	1.92E-8	7.279999852E-1
2460951.534467592370	1.54E-8	7.9E-9	1.92E-8	4.560000002E-1
2460951.534502314869	1.48E-8	6.2E-9	2.63E-8	4.320000112E-1
2460951.534548610914	1.72E-8	7.6E-9	2.1E-8	1.2880001068E0
2460951.534594907425	1.75E-8	9.2E-9	2.16E-8	4.720000029E-1
2460951.534675925970	1.68E-8	7.6E-9	1.82E-8	4.320000112E-1
2460951.534710648004	1.8E-8	9.5E-9	2.16E-8	4.399999976E-1
2460951.534745370504	1.58E-8	6.2E-9	2.34E-8	5.200000405E-1
2460951.534780092537	1.46E-8	8.2E-9	2.28E-8	4.320000112E-1
2460951.534849537071	1.73E-8	8.6E-9	2.38E-8	5.519999862E-1
2460951.534872685093	1.66E-8	7.4E-9	2.12E-8	4.160000086E-1
2460951.534907407593	1.7E-8	8.1E-9	2.12E-8	4.320000112E-1
2460951.534953703638	1.79E-8	6.3E-9	2.2E-8	9.120000005E-1
2460951.534988426138	1.54E-8	7.6E-9	2.1E-8	4.00000006E-1
2460951.535023148172	1.81E-8	5.7E-9	2.16E-8	4.160000086E-1
2460951.535057870205	1.77E-8	7.0E-9	2.3E-8	1.0480000973E0
2460951.535092592705	1.76E-8	1.0E-8	2.01E-8	4.720000327E-1
2460951.535127314739	1.73E-8	5.0E-9	2.14E-8	6.160000563E-1
2460951.535162037238	1.6E-8	7.0E-9	2.44E-8	5.040000081E-1
2460951.535196759272	1.65E-8	9.6E-9	2.18E-8	5.360000134E-1
2460951.535231481306	1.73E-8	7.1E-9	2.18E-8	1.0080000162E0
2460951.535266203806	1.9E-8	5.7E-9	2.3E-8	5.280000567E-1
2460951.535300925840	1.68E-8	7.9E-9	2.02E-8	4.400000274E-1
2460951.535347222351	1.98E-8	5.6E-9	1.92E-8	4.079999924E-1
2460951.535381944384	1.68E-8	8.6E-9	2.5E-8	4.240000248E-1
2460951.535405092407	1.69E-8	7.4E-9	2.01E-8	4.079999924E-1
2460951.535439814907	1.71E-8	1.27E-8	2.07E-8	6.9599998E-1
2460951.535474536940	1.96E-8	7.8E-9	1.89E-8	4.00000006E-1
2460951.535509259440	1.67E-8	6.0E-9	2.5E-8	1.4160001278E0
2460951.535578703508	1.57E-8	7.0E-9	2.48E-8	4.399999976E-1
2460951.535613426007	1.72E-8	6.8E-9	2.74E-8	4.640000165E-1
2460951.535648148041	1.16E-8	7.5E-9	2.38E-8	4.00000006E-1
2460951.535682870541	1.91E-8	6.8E-9	1.91E-8	6.080000401E-1
2460951.535717592575	1.75E-8	6.7E-9	2.36E-8	1.30400002E0
2460951.535752314609	1.51E-8	6.0E-9	1.8E-8	4.960000217E-1
2460951.535798611119	1.56E-8	8.8E-9	1.92E-8	4.080000222E-1
2460951.535833333153	1.86E-8	9.2E-9	2.38E-8	4.720000029E-1
2460951.535879629664	1.66E-8	4.6E-9	2.0E-8	4.079999924E-1
2460951.535914351698	1.42E-8	8.0E-9	2.51E-8	5.279999971E-1
2460951.535960648209	1.79E-8	6.8E-9	2.53E-8	5.84000051E-1
2460951.535983796231	1.72E-8	6.2E-9	2.28E-8	7.200000286E-1
2460951.536030092742	1.81E-8	4.7E-9	1.92E-8	5.040000081E-1
2460951.536064814776	1.74E-8	9.2E-9	2.11E-8	4.640000165E-1
2460951.536111111287	1.7E-8	9.0E-9	2.2E-8	5.200000405E-1
2460951.536157407332	1.78E-8	6.2E-9	2.5E-8	6.720000505E-1
2460951.536192129832	2.09E-8	7.6E-9	1.96E-8	4.960000217E-1
2460951.536261573900	1.69E-8	8.1E-9	2.19E-8	7.520000339E-1
2460951.536296296399	1.46E-8	9.0E-9	2.02E-8	4.560000002E-1
2460951.536365740933	1.62E-8	6.6E-9	2.34E-8	4.320000112E-1
2460951.536400462966	1.7E-8	7.2E-9	2.08E-8	4.23999995E-1
