Acquisition Time [days]	Negative Width ["s"]	Fall Time ["s"]	Rise Time ["s"]	Peak-to-Peak ["V"]	Acquisition Time [days]	Negative Width ["s"]	Fall Time ["s"]	Rise Time ["s"]	Peak-to-Peak ["V"]
2460957.688333333470	2.31E-8	7.6E-9	2.31E-8	1.9799998999E0	2460957.688333333470	1.54E-8	9.9E-9	1.28E-8	2.2799999714E0
2460957.688379629515	2.04E-8	6.2E-9	2.71E-8	3.0999999046E0	2460957.688379629515	2.01E-8	7.1E-9	2.48E-8	3.2399997711E0
2460957.688472222071	2.0E-8	8.2E-9	2.08E-8	1.6799999475E0	2460957.688472222071	1.18E-8	7.5E-9	2.23E-8	1.7199999094E0
2460957.688576389104	1.54E-8	6.1E-9	2.62E-8	1.9599999189E0	2460957.688576389104	1.38E-8	9.6E-9	1.78E-8	1.6000000238E0
2460957.688680555671	1.93E-8	4.5E-9	2.89E-8	1.3999999762E0	2460957.688680555671	1.48E-8	1.01E-8	2.19E-8	1.9599999189E0
2460957.688726851717	1.73E-8	7.5E-9	2.57E-8	1.7399998903E0	2460957.688726851717	1.74E-8	1.05E-8	2.03E-8	1.3400000334E0
2460957.688819444273	1.88E-8	8.4E-9	2.46E-8	2.0399999619E0	2460957.688819444273	1.61E-8	7.7E-9	1.65E-8	1.3399999142E0
2460957.688969907351	1.6E-8	9.4E-9	2.47E-8	2.7599999905E0	2460957.688969907351	1.84E-8	7.7E-9	1.69E-8	2.8999998569E0
2460957.689270833507	1.68E-8	6.1E-9	2.39E-8	3.1599998474E0	2460957.689270833507	2.04E-8	7.3E-9	1.94E-8	2.8399999142E0
2460957.689317129552	1.9E-8	9.5E-9	2.08E-8	2.2999999523E0	2460957.689317129552	1.53E-8	6.6E-9	1.99E-8	1.7400000095E0
2460957.689467592631	1.8E-8	1.59E-8	1.34E-8	1.6599999666E0	2460957.689467592631	1.4E-8	1.23E-8	1.95E-8	1.379999876E0
2460957.689513888676	1.92E-8	7.5E-9	2.27E-8	2.0399999619E0	2460957.689513888676	1.44E-8	7.9E-9	1.69E-8	1.5599999428E0
2460957.689606481697	1.76E-8	8.0E-9	2.37E-8	1.879999876E0	2460957.689606481697	1.79E-8	6.7E-9	1.55E-8	1.560000062E0
2460957.689664351754	2.03E-8	6.6E-9	2.37E-8	2.5399999619E0	2460957.689664351754	1.65E-8	7.6E-9	2.63E-8	2.1999998093E0
2460957.689710648265	1.59E-8	1.18E-8	2.01E-8	2.5599999428E0	2460957.689710648265	1.5E-8	8.5E-9	2.08E-8	2.1399998665E0
2460957.689756944310	1.74E-8	9.6E-9	2.14E-8	1.2999999523E0	2460957.689756944310	2.1E-8	7.5E-9	1.6E-8	1.1599999666E0
2460957.689814814832	1.7E-8	1.02E-8	2.36E-8	2.3199999332E0	2460957.689814814832	1.85E-8	9.6E-9	1.99E-8	3.7399997711E0
2460957.689861111343	1.84E-8	7.2E-9	1.79E-8	3.2599999905E0	2460957.689861111343	1.68E-8	8.0E-9	2.14E-8	3.6799998283E0
2460957.689907407388	1.7E-8	6.0E-9	1.9E-8	1.6199998856E0	2460957.689907407388	1.63E-8	8.0E-9	1.8E-8	3.7199997902E0
2460957.690011573955	1.42E-8	6.1E-9	2.94E-8	1.939999938E0	2460957.690011573955	1.82E-8	9.2E-9	2.34E-8	1.0199999809E0
2460957.690057870466	1.71E-8	1.22E-8	2.37E-8	1.439999938E0	2460957.690057870466	1.9E-8	6.9E-9	2.2E-8	1.3200000525E0
2460957.690104166511	1.32E-8	5.4E-9	2.82E-8	1.379999876E0	2460957.690104166511	1.23E-8	6.9E-9	1.75E-8	2.2400000095E0
2460957.690358796157	1.9E-8	6.7E-9	1.8E-8	2.1399998665E0	2460957.690358796157	1.76E-8	8.8E-9	1.93E-8	2.3399999142E0
2460957.690601851791	1.46E-8	6.7E-9	2.09E-8	1.7999999523E0	2460957.690601851791	1.73E-8	8.9E-9	3.18E-8	1.1399998665E0
2460957.690798610914	2.3E-8	1.25E-8	1.8E-8	1.5399999619E0	2460957.690798610914	1.7E-8	4.0E-9	1.91E-8	1.2599998713E0
2460957.690844907425	2.23E-8	5.8E-9	2.26E-8	1.6799999475E0	2460957.690844907425	1.19E-8	8.1E-9	2.01E-8	1.7400000095E0
2460957.690891203471	2.01E-8	9.9E-9	2.03E-8	2.8199999332E0	2460957.690891203471	1.59E-8	7.6E-9	2.4E-8	2.5399999619E0
2460957.690995370504	1.94E-8	7.4E-9	2.7E-8	2.1599998474E0	2460957.690995370504	1.54E-8	1.2E-8	2.01E-8	1.3599998951E0
2460957.691087963060	1.91E-8	1.28E-8	1.7E-8	2.4399998188E0	2460957.691087963060	2.12E-8	5.2E-9	1.81E-8	1.8199999332E0
2460957.691145833116	2.01E-8	4.2E-9	2.22E-8	1.7999999523E0	2460957.691145833116	1.7E-8	1.02E-8	2.85E-8	1.6999999285E0
2460957.691192129627	1.53E-8	1.05E-8	2.22E-8	1.8599998951E0	2460957.691192129627	1.59E-8	9.7E-9	1.89E-8	3.6999998093E0
2460957.691238426138	1.7E-8	1.23E-8	2.59E-8	1.6399999857E0	2460957.691238426138	1.8E-8	9.5E-9	2.19E-8	1.939999938E0
2460957.691342592705	1.95E-8	1.14E-8	2.02E-8	3.4799997807E0	2460957.691342592705	1.88E-8	8.7E-9	2.11E-8	2.9999997616E0
2460957.691388888750	1.5E-8	5.6E-9	1.82E-8	2.1199998856E0	2460957.691388888750	1.42E-8	7.3E-9	2.09E-8	1.1999999285E0
2460957.691435185261	1.6E-8	1.04E-8	1.92E-8	3.879999876E0	2460957.691435185261	1.9E-8	7.9E-9	1.77E-8	2.9999997616E0
2460957.691481481306	1.9E-8	6.6E-9	2.77E-8	1.939999938E0	2460957.691481481306	1.82E-8	9.4E-9	1.69E-8	1.2199999094E0
2460957.691539351828	1.59E-8	5.4E-9	2.09E-8	2.1199998856E0	2460957.691539351828	1.76E-8	8.3E-9	2.2E-8	2.8199999332E0
2460957.691678240895	2.0E-8	7.4E-9	2.19E-8	2.0599999428E0	2460957.691678240895	1.61E-8	1.14E-8	2.16E-8	2.2199997902E0
2460957.691736110952	1.45E-8	1.3E-8	2.66E-8	1.879999876E0	2460957.691736110952	1.5E-8	9.8E-9	2.04E-8	1.4199999571E0
2460957.691782407463	1.38E-8	1.36E-8	1.74E-8	1.2599999905E0	2460957.691782407463	1.38E-8	8.8E-9	2.32E-8	1.3599998951E0
2460957.692025463097	1.55E-8	1.16E-8	1.51E-8	2.379999876E0	2460957.692025463097	1.8E-8	5.4E-9	2.89E-8	1.7799998522E0
2460957.692129629664	1.79E-8	6.6E-9	3.6E-8	2.3399999142E0	2460957.692129629664	1.76E-8	1.3E-8	1.63E-8	1.8600000143E0
2460957.692372685298	1.84E-8	9.6E-9	1.34E-8	1.7399998903E0	2460957.692372685298	1.18E-8	6.4E-9	2.6E-8	1.8199999332E0
2460957.692418981344	1.97E-8	7.8E-9	2.02E-8	1.439999938E0	2460957.692418981344	1.74E-8	7.4E-9	2.37E-8	1.5399999619E0
2460957.692523148376	1.66E-8	3.8E-9	2.18E-8	1.7599998713E0	2460957.692523148376	1.62E-8	8.2E-9	2.16E-8	1.5599999428E0
2460957.692615740933	1.93E-8	9.4E-9	1.72E-8	2.1799998283E0	2460957.692615740933	1.87E-8	9.3E-9	2.54E-8	1.4599999189E0
2460957.693009259179	2.22E-8	8.5E-9	2.06E-8	2.2400000095E0	2460957.693009259179	1.79E-8	8.0E-9	1.62E-8	2.3399999142E0
2460957.693067129701	1.62E-8	9.4E-9	1.87E-8	2.5999999046E0	2460957.693067129701	1.34E-8	8.5E-9	2.26E-8	1.7399998903E0
2460957.693113425747	1.8E-8	5.7E-9	2.16E-8	1.8199999332E0	2460957.693113425747	2.05E-8	9.4E-9	1.82E-8	1.2799999714E0
2460957.693206018303	1.78E-8	9.3E-9	2.2E-8	1.5199999809E0	2460957.693206018303	1.57E-8	1.01E-8	1.74E-8	1.6999999285E0
2460957.693263888825	1.84E-8	5.8E-9	1.15E-8	1.5199999809E0	2460957.693263888825	1.77E-8	7.0E-9	1.88E-8	1.7399998903E0
2460957.693310185336	1.87E-8	7.9E-9	2.55E-8	1.8199999332E0	2460957.693310185336	8.5E-9	1.6E-8	1.34E-8	1.5199998617E0
2460957.693356481381	1.73E-8	1.31E-8	1.67E-8	2.2999999523E0	2460957.693356481381	1.96E-8	9.3E-9	2.22E-8	1.6799999475E0
2460957.693414351903	2.17E-8	7.7E-9	2.17E-8	2.9399998188E0	2460957.693414351903	1.62E-8	8.3E-9	2.46E-8	1.5599999428E0
2460957.693460647948	1.5E-8	1.14E-8	1.91E-8	2.1599998474E0	2460957.693460647948	1.62E-8	9.2E-9	1.88E-8	2.3599998951E0
2460957.693506944459	1.92E-8	5.9E-9	2.51E-8	1.3599998951E0	2460957.693506944459	1.68E-8	9.1E-9	1.28E-8	1.3599998951E0
2460957.693703703582	1.51E-8	1.17E-8	1.4E-8	2.2200000286E0	2460957.693703703582	1.71E-8	7.4E-9	1.77E-8	2.1999998093E0
2460957.693761574104	2.07E-8	7.9E-9	1.51E-8	1.6999999285E0	2460957.693761574104	1.6E-8	9.4E-9	1.67E-8	2.8599998951E0
2460957.693854166660	1.83E-8	1.24E-8	2.04E-8	1.7399998903E0	2460957.693854166660	1.54E-8	1.06E-8	2.17E-8	1.7199999094E0
2460957.693912037183	1.83E-8	1.01E-8	1.92E-8	1.939999938E0	2460957.693912037183	1.84E-8	9.8E-9	2.3E-8	2.2799999714E0
2460957.694004629739	1.58E-8	8.2E-9	2.27E-8	2.0599999428E0	2460957.694004629739	1.68E-8	7.7E-9	1.81E-8	2.3599998951E0
2460957.694155092817	1.85E-8	8.8E-9	2.59E-8	3.6399998665E0	2460957.694155092817	1.85E-8	1.14E-8	2.13E-8	3.0599999428E0
2460957.694201388862	1.89E-8	6.1E-9	1.82E-8	2.2999999523E0	2460957.694201388862	1.68E-8	9.9E-9	2.13E-8	2.1399998665E0
2460957.694305555429	1.7E-8	1.03E-8	2.14E-8	1.8199999332E0	2460957.694305555429	1.58E-8	1.05E-8	1.24E-8	1.6199998856E0
2460957.694456018507	1.86E-8	8.0E-9	2.19E-8	2.2799999714E0	2460957.694456018507	9.8E-9	1.04E-8	2.01E-8	1.6999999285E0
2460957.694502315018	1.95E-8	8.0E-9	2.21E-8	2.2799999714E0	2460957.694502315018	2.01E-8	1.11E-8	2.37E-8	1.6799999475E0
2460957.694548611064	1.69E-8	8.7E-9	1.64E-8	3.7399997711E0	2460957.694548611064	2.11E-8	1.08E-8	1.8E-8	2.4799997807E0
2460957.694606481586	2.05E-8	8.8E-9	2.14E-8	3.8599998951E0	2460957.694606481586	1.93E-8	8.8E-9	2.2E-8	3.0399999619E0
2460957.694652777631	1.79E-8	8.4E-9	1.41E-8	1.4599999189E0	2460957.694652777631	2.05E-8	1.01E-8	2.04E-8	1.8399999142E0
2460957.694849537220	1.54E-8	1.43E-8	2.08E-8	2.3399999142E0	2460957.694849537220	2.09E-8	1.1E-8	1.39E-8	1.4400000572E0
2460957.694895833265	1.78E-8	6.6E-9	1.66E-8	2.0599999428E0	2460957.694895833265	1.53E-8	1.11E-8	2.11E-8	1.3599998951E0
2460957.695046296343	1.8E-8	8.0E-9	2.11E-8	2.2400000095E0	2460957.695046296343	1.85E-8	9.1E-9	2.43E-8	1.7199999094E0
2460957.695092592388	1.98E-8	4.8E-9	2.13E-8	2.3399999142E0	2460957.695092592388	1.44E-8	8.3E-9	2.06E-8	2.1799998283E0
2460957.695196759421	1.75E-8	6.3E-9	1.86E-8	2.5399999619E0	2460957.695196759421	1.58E-8	6.1E-9	1.83E-8	2.0399999619E0
2460957.695393518545	1.6E-8	1.24E-8	2.02E-8	1.8199999332E0	2460957.695393518545	1.75E-8	1.33E-8	1.9E-8	1.7999999523E0
2460957.695439814590	1.51E-8	6.8E-9	1.74E-8	1.5599999428E0	2460957.695439814590	1.43E-8	8.3E-9	1.78E-8	1.5999999046E0
2460957.695486111101	1.71E-8	4.0E-9	3.0E-8	1.7199999094E0	2460957.695486111101	1.69E-8	6.6E-9	1.73E-8	2.1999998093E0
2460957.695543981623	1.41E-8	1.25E-8	1.99E-8	1.7399998903E0	2460957.695543981623	1.83E-8	5.9E-9	2.38E-8	1.6999999285E0
2460957.695787037257	1.51E-8	1.08E-8	2.43E-8	1.3999999762E0	2460957.695787037257	1.84E-8	9.2E-9	1.89E-8	2.2999999523E0
2460957.695833333302	1.93E-8	8.7E-9	1.74E-8	1.9999998808E0	2460957.695833333302	1.56E-8	7.3E-9	2.22E-8	1.6000000238E0
2460957.696087962948	1.96E-8	8.6E-9	2.19E-8	1.1599999666E0	2460957.696087962948	1.72E-8	1.05E-8	2.25E-8	1.5599999428E0
2460957.696180555504	1.66E-8	1.09E-8	2.03E-8	1.9599999189E0	2460957.696180555504	1.55E-8	6.6E-9	1.87E-8	2.5E0
2460957.696377314627	1.97E-8	9.9E-9	2.09E-8	1.6199998856E0	2460957.696377314627	1.76E-8	8.0E-9	2.58E-8	2.2400000095E0
2460957.696423611138	1.98E-8	9.0E-9	1.26E-8	1.9799998999E0	2460957.696423611138	1.59E-8	7.8E-9	1.8E-8	3.2799999714E0
2460957.696620370261	1.77E-8	1.07E-8	1.93E-8	1.8399999142E0	2460957.696620370261	1.41E-8	9.6E-9	2.14E-8	1.2799999714E0
2460957.696874999907	1.75E-8	6.1E-9	2.44E-8	2.1999998093E0	2460957.696874999907	1.75E-8	1.08E-8	1.98E-8	1.2999999523E0
2460957.696921296418	1.98E-8	6.7E-9	3.08E-8	2.2200000286E0	2460957.696921296418	1.55E-8	1.12E-8	1.9E-8	2.7799999714E0
2460957.697071759030	1.42E-8	9.5E-9	2.18E-8	1.6999999285E0	2460957.697071759030	1.36E-8	7.4E-9	2.31E-8	1.3999998569E0
2460957.697164352052	1.76E-8	1.28E-8	2.02E-8	2.8399999142E0	2460957.697164352052	1.79E-8	8.3E-9	1.84E-8	2.6599998474E0
2460957.697465277743	2.0E-8	5.7E-9	1.63E-8	3.1999998093E0	2460957.697465277743	2.09E-8	1.27E-8	1.78E-8	2.1999998093E0
2460957.697511574253	1.89E-8	4.7E-9	2.42E-8	1.8599998951E0	2460957.697511574253	2.04E-8	7.8E-9	1.94E-8	2.3999998569E0
2460957.697557870299	1.8E-8	7.5E-9	2.17E-8	3.8399999142E0	2460957.697557870299	1.62E-8	9.0E-9	2.11E-8	1.9199999571E0
2460957.697615740821	1.54E-8	9.3E-9	1.19E-8	1.4599999189E0	2460957.697615740821	1.33E-8	8.7E-9	1.6E-8	1.8399999142E0
2460957.697662036866	1.96E-8	1.13E-8	2.01E-8	1.6999999285E0	2460957.697662036866	1.68E-8	7.8E-9	2.04E-8	1.4799998999E0
2460957.697708333377	2.09E-8	5.1E-9	1.73E-8	1.6599999666E0	2460957.697708333377	1.62E-8	8.3E-9	2.13E-8	1.9999998808E0
2460957.697766203899	1.6E-8	7.1E-9	2.43E-8	2.6999998093E0	2460957.697766203899	1.4E-8	1.21E-8	1.41E-8	1.6399998665E0
2460957.697858796455	2.01E-8	5.7E-9	1.27E-8	1.6399999857E0	2460957.697858796455	1.4E-8	8.3E-9	1.66E-8	2.3199999332E0
2460957.697962963022	1.71E-8	1.07E-8	1.71E-8	1.7199999094E0	2460957.697962963022	1.4E-8	1.11E-8	1.73E-8	1.9599999189E0
2460957.698009259067	1.69E-8	1.03E-8	1.54E-8	1.4199999571E0	2460957.698009259067	2.16E-8	6.6E-9	2.12E-8	1.3599998951E0
2460957.698055555578	1.6E-8	6.3E-9	2.71E-8	1.7599998713E0	2460957.698055555578	1.91E-8	1.28E-8	1.54E-8	1.2599998713E0
2460957.698113426100	1.68E-8	9.1E-9	1.65E-8	3.0399999619E0	2460957.698113426100	1.88E-8	1.28E-8	2.12E-8	2.5399999619E0
2460957.698159722146	1.83E-8	8.1E-9	1.97E-8	2.9399998188E0	2460957.698159722146	1.42E-8	8.9E-9	1.5E-8	2.7799999714E0
2460957.698252314702	2.03E-8	1.06E-8	2.13E-8	3.1199998856E0	2460957.698252314702	1.87E-8	5.1E-9	2.19E-8	2.379999876E0
2460957.698356481269	1.58E-8	1.17E-8	1.87E-8	2.4399998188E0	2460957.698356481269	1.65E-8	8.0E-9	2.1E-8	1.7799998522E0
2460957.698506944347	1.89E-8	6.6E-9	3.24E-8	1.7399998903E0	2460957.698506944347	1.34E-8	1.0E-8	1.88E-8	1.2599998713E0
2460957.698553240858	1.82E-8	9.6E-9	2.38E-8	2.2599999905E0	2460957.698553240858	1.96E-8	6.5E-9	1.91E-8	2.1999998093E0
2460957.698657407425	1.68E-8	6.9E-9	1.25E-8	1.4199999571E0	2460957.698657407425	1.62E-8	6.8E-9	1.71E-8	1.6799999475E0
2460957.698703703471	1.88E-8	9.8E-9	1.65E-8	2.0799999237E0	2460957.698703703471	1.58E-8	1.42E-8	1.17E-8	1.9999998808E0
2460957.698807870504	1.8E-8	1.36E-8	2.48E-8	1.7999999523E0	2460957.698807870504	1.86E-8	8.3E-9	2.21E-8	1.2599998713E0
2460957.698854166549	1.94E-8	1.02E-8	1.96E-8	1.4799998999E0	2460957.698854166549	1.54E-8	9.3E-9	2.17E-8	1.6799999475E0
2460957.698946759105	1.44E-8	5.3E-9	2.04E-8	2.6199998856E0	2460957.698946759105	1.68E-8	4.2E-9	2.46E-8	1.6199998856E0
2460957.699004629627	1.94E-8	1.02E-8	2.23E-8	3.8999998569E0	2460957.699004629627	1.85E-8	9.8E-9	2.36E-8	2.5199999809E0
2460957.699050926138	1.81E-8	8.2E-9	2.34E-8	1.5599999428E0	2460957.699050926138	1.4E-8	5.2E-9	2.77E-8	1.3199999332E0
2460957.699097222183	1.89E-8	7.5E-9	2.18E-8	2.379999876E0	2460957.699097222183	1.71E-8	1.29E-8	2.04E-8	1.1799999475E0
2460957.699155092705	1.69E-8	8.8E-9	2.45E-8	2.1999998093E0	2460957.699155092705	1.55E-8	7.0E-9	1.68E-8	2.0999999046E0
2460957.699351851828	2.04E-8	8.5E-9	2.1E-8	1.6399999857E0	2460957.699351851828	1.91E-8	1.2E-8	2.28E-8	1.4999998808E0
2460957.699444444384	1.69E-8	1.16E-8	2.14E-8	1.879999876E0	2460957.699444444384	1.56E-8	1.11E-8	2.3E-8	2.2400000095E0
2460957.699502314907	1.69E-8	6.8E-9	2.16E-8	2.0199999809E0	2460957.699502314907	1.62E-8	9.1E-9	1.77E-8	2.8999998569E0
2460957.699594907463	1.92E-8	9.8E-9	2.29E-8	3.6999998093E0	2460957.699594907463	1.87E-8	8.0E-9	1.75E-8	1.879999876E0
2460957.699652777985	1.58E-8	6.1E-9	2.72E-8	1.9999998808E0	2460957.699652777985	1.53E-8	8.6E-9	1.63E-8	1.4799998999E0
2460957.699745370541	1.59E-8	1.21E-8	2.41E-8	1.4799998999E0	2460957.699745370541	2.06E-8	8.1E-9	2.35E-8	1.0E0
2460957.699791666586	1.81E-8	5.9E-9	2.34E-8	2.5399999619E0	2460957.699791666586	1.75E-8	8.7E-9	2.32E-8	2.6799998283E0
2460957.699942129664	1.88E-8	9.6E-9	2.3E-8	3.8599998951E0	2460957.699942129664	1.76E-8	5.6E-9	1.93E-8	1.2999999523E0
2460957.700046296231	1.75E-8	8.0E-9	2.11E-8	1.8799999952E0	2460957.700046296231	1.61E-8	7.5E-9	2.24E-8	1.1599999666E0
2460957.700092592742	1.6E-8	5.0E-9	2.75E-8	2.4399998188E0	2460957.700092592742	1.57E-8	1.08E-8	1.85E-8	2.5399999619E0
2460957.700243055355	2.03E-8	7.5E-9	2.39E-8	3.3999998569E0	2460957.700243055355	9.3E-9	9.1E-9	2.15E-8	1.9199999571E0
2460957.700578703545	1.81E-8	1.47E-8	1.67E-8	2.1999998093E0	2460957.700578703545	1.74E-8	8.5E-9	1.91E-8	1.4800000191E0
2460957.700833333191	1.64E-8	8.5E-9	2.52E-8	2.1599998474E0	2460957.700833333191	1.86E-8	7.1E-9	2.28E-8	1.2399998903E0
2460957.700879629701	1.69E-8	8.0E-9	2.06E-8	1.6599999666E0	2460957.700879629701	1.9E-8	9.1E-9	1.76E-8	1.3599998951E0
2460957.700925925747	1.97E-8	8.8E-9	1.96E-8	3.6999998093E0	2460957.700925925747	1.82E-8	7.8E-9	1.8E-8	3.6199998856E0
2460957.701030092780	2.02E-8	4.9E-9	2.25E-8	1.6399999857E0	2460957.701030092780	1.47E-8	4.8E-9	1.56E-8	1.5599999428E0
2460957.701076388825	1.81E-8	9.2E-9	2.19E-8	2.2200000286E0	2460957.701076388825	1.34E-8	1.1E-8	1.56E-8	3.2799999714E0
2460957.701180555392	2.05E-8	8.7E-9	2.07E-8	2.7599999905E0	2460957.701180555392	1.62E-8	8.2E-9	1.64E-8	1.939999938E0
2460957.701226851903	2.07E-8	5.0E-9	2.01E-8	2.6399998665E0	2460957.701226851903	1.84E-8	1.15E-8	1.67E-8	1.4599999189E0
2460957.701273147948	1.93E-8	1.19E-8	1.83E-8	2.9799997807E0	2460957.701273147948	1.51E-8	1.25E-8	1.93E-8	2.1799998283E0
2460957.701377314981	1.58E-8	7.2E-9	2.69E-8	1.5399999619E0	2460957.701377314981	1.58E-8	1.24E-8	1.84E-8	2.0999999046E0
2460957.701469907537	1.73E-8	6.8E-9	1.7E-8	2.5599999428E0	2460957.701469907537	2.02E-8	9.3E-9	1.82E-8	3.9799997807E0
2460957.701574074104	2.07E-8	1.16E-8	1.56E-8	1.3999999762E0	2460957.701574074104	1.28E-8	7.9E-9	2.11E-8	3.2199997902E0
2460957.701770833228	1.69E-8	8.6E-9	2.8E-8	3.1799998283E0	2460957.701770833228	1.49E-8	6.8E-9	1.67E-8	1.2799999714E0
2460957.701863425784	1.69E-8	1.2E-8	1.62E-8	2.379999876E0	2460957.701863425784	1.37E-8	7.4E-9	2.01E-8	2.2799999714E0
2460957.701921296306	1.74E-8	9.5E-9	1.84E-8	1.9199999571E0	2460957.701921296306	1.8E-8	7.4E-9	2.27E-8	1.6599999666E0
2460957.701967592817	1.75E-8	6.3E-9	1.75E-8	2.6199998856E0	2460957.701967592817	2.03E-8	1.16E-8	1.97E-8	2.4399998188E0
2460957.702071759384	1.47E-8	8.1E-9	2.48E-8	1.6399999857E0	2460957.702071759384	1.84E-8	1.1E-8	1.9E-8	1.8199999332E0
2460957.702210647985	1.6E-8	7.9E-9	2.08E-8	2.1199998856E0	2460957.702210647985	1.1E-8	1.09E-8	2.17E-8	1.6199998856E0
2460957.702314815018	1.98E-8	7.7E-9	2.33E-8	2.1199998856E0	2460957.702314815018	1.46E-8	7.8E-9	2.31E-8	1.0799999237E0
2460957.702407407574	1.93E-8	1.07E-8	2.39E-8	2.3399999142E0	2460957.702407407574	1.38E-8	8.9E-9	1.86E-8	2.1999998093E0
2460957.702511574142	1.52E-8	5.5E-9	2.59E-8	1.6599999666E0	2460957.702511574142	1.72E-8	9.7E-9	1.85E-8	2.3399999142E0
2460957.702615740709	1.9E-8	8.7E-9	2.42E-8	3.4599997997E0	2460957.702615740709	1.77E-8	8.5E-9	2.27E-8	3.0399999619E0
2460957.702708333265	1.76E-8	1.31E-8	2.46E-8	1.379999876E0	2460957.702708333265	1.81E-8	7.1E-9	2.26E-8	1.0799999237E0
2460957.702754629776	1.47E-8	7.2E-9	1.82E-8	1.939999938E0	2460957.702754629776	1.7E-8	1.01E-8	1.98E-8	1.379999876E0
2460957.702858796343	1.96E-8	9.1E-9	2.27E-8	3.3599998951E0	2460957.702858796343	1.59E-8	1.03E-8	2.1E-8	1.9599999189E0
2460957.702962962911	1.83E-8	8.7E-9	2.15E-8	1.8999999762E0	2460957.702962962911	1.56E-8	1.2E-8	1.62E-8	1.7599998713E0
2460957.703055555467	1.9E-8	1.0E-8	2.15E-8	1.9199999571E0	2460957.703055555467	1.79E-8	1.2E-8	1.57E-8	1.7199999094E0
2460957.703101851977	1.84E-8	5.5E-9	2.67E-8	1.4199999571E0	2460957.703101851977	1.64E-8	8.1E-9	1.84E-8	1.439999938E0
2460957.703206018545	2.06E-8	5.2E-9	1.93E-8	2.1799998283E0	2460957.703206018545	1.59E-8	1.02E-8	2.2E-8	1.6199998856E0
2460957.703402777668	1.44E-8	6.9E-9	2.47E-8	1.9599999189E0	2460957.703402777668	1.47E-8	1.11E-8	1.65E-8	2.3199999332E0
2460957.703506944235	1.75E-8	1.0E-8	2.27E-8	1.6399999857E0	2460957.703506944235	1.65E-8	9.5E-9	1.57E-8	1.6199998856E0
2460957.703599537257	1.76E-8	8.2E-9	1.3E-8	1.7199999094E0	2460957.703599537257	1.73E-8	8.4E-9	2.17E-8	2.1199998856E0
2460957.703796296380	1.47E-8	5.4E-9	2.63E-8	2.0999999046E0	2460957.703796296380	1.76E-8	1.25E-8	2.13E-8	1.1799999475E0
2460957.703842592426	1.64E-8	7.8E-9	2.92E-8	1.379999876E0	2460957.703842592426	1.78E-8	7.3E-9	2.03E-8	2.0E0
2460957.703900462948	1.54E-8	1.11E-8	1.45E-8	2.7400000095E0	2460957.703900462948	1.84E-8	7.5E-9	1.95E-8	2.9999997616E0
2460957.703946759459	1.95E-8	4.1E-9	2.4E-8	1.5999999046E0	2460957.703946759459	1.17E-8	1.21E-8	2.28E-8	1.3400000334E0
2460957.703993055504	1.65E-8	6.2E-9	2.41E-8	2.7199997902E0	2460957.703993055504	1.36E-8	8.3E-9	2.19E-8	2.0199999809E0
2460957.704050926026	1.89E-8	9.8E-9	2.09E-8	2.0399999619E0	2460957.704050926026	2.28E-8	5.2E-9	1.65E-8	1.2999999523E0
2460957.704143518582	1.83E-8	5.3E-9	1.92E-8	1.5199999809E0	2460957.704143518582	1.52E-8	7.7E-9	2.1E-8	2.3399999142E0
2460957.704189814627	1.64E-8	8.1E-9	2.14E-8	1.7599998713E0	2460957.704189814627	1.33E-8	1.32E-8	2.08E-8	1.9599999189E0
2460957.704247685149	1.72E-8	1.21E-8	2.56E-8	2.7599999905E0	2460957.704247685149	1.61E-8	8.8E-9	1.97E-8	1.879999876E0
2460957.704386574216	1.9E-8	1.0E-8	2.53E-8	1.7999999523E0	2460957.704386574216	1.37E-8	9.5E-9	2.17E-8	1.3399999142E0
2460957.704444444273	1.93E-8	9.0E-9	2.07E-8	1.879999876E0	2460957.704444444273	1.89E-8	9.2E-9	1.79E-8	1.7799998522E0
2460957.704583333340	1.54E-8	6.1E-9	2.21E-8	2.3399999142E0	2460957.704583333340	1.26E-8	1.21E-8	1.79E-8	1.6799999475E0
2460957.704733796418	1.46E-8	1.5E-8	1.25E-8	1.6599999666E0	2460957.704733796418	1.69E-8	7.2E-9	1.2E-8	1.3999998569E0
2460957.704976852052	1.61E-8	5.7E-9	2.12E-8	1.7799999714E0	2460957.704976852052	1.71E-8	8.1E-9	2.24E-8	1.5399999619E0
2460957.705173611175	1.86E-8	9.7E-9	2.85E-8	1.7399998903E0	2460957.705173611175	1.99E-8	9.1E-9	1.79E-8	1.6399998665E0
2460957.705231481697	1.97E-8	9.4E-9	1.93E-8	1.5399999619E0	2460957.705231481697	1.59E-8	7.9E-9	2.27E-8	1.7799999714E0
2460957.705370370299	1.51E-8	1.3E-8	2.08E-8	2.5199999809E0	2460957.705370370299	1.76E-8	1.01E-8	2.18E-8	1.939999938E0
2460957.705520833377	1.51E-8	1.03E-8	2.16E-8	2.5199999809E0	2460957.705520833377	1.96E-8	9.5E-9	1.68E-8	1.439999938E0
2460957.705567129422	1.89E-8	6.0E-9	1.61E-8	2.2599999905E0	2460957.705567129422	1.68E-8	7.1E-9	1.3E-8	1.5599999428E0
2460957.705624999944	1.52E-8	7.1E-9	2.13E-8	1.5599999428E0	2460957.705624999944	1.96E-8	1.43E-8	1.61E-8	2.2999999523E0
